Common Name,Status
Tree/Violet-green Swallow,Accidental
Tachycineta sp.,Accidental
Purple Martin,Accidental
Northern Rough-winged Swallow,Accidental
Barn Swallow,Accidental
Cliff Swallow,Accidental
Barn x Cliff Swallow (hybrid),Accidental
Cave Swallow,Accidental
Cliff/Cave Swallow,Accidental
Petrochelidon sp.,Accidental
swallow sp.,Accidental
Red-whiskered Bulbul,Accidental
Red-vented Bulbul,Accidental
Red-whiskered x Red-vented Bulbul (hybrid),Accidental
Red-whiskered/Red-vented Bulbul,Accidental
White-eared Bulbul,Accidental
Wood Warbler,Accidental
Yellow-browed Warbler,Accidental
Dusky Warbler,Accidental
Willow Warbler,Accidental
Arctic/Kamchatka Leaf Warbler,Accidental
Phylloscopus sp.,Accidental
Bushtit,Rare
Wrentit,Rare
Swinhoe's White-eye,Accidental
Zosterops sp.,Accidental
white-eye sp.,Accidental
Ruby-crowned Kinglet,Rare
Golden-crowned Kinglet,Accidental
Ruby-crowned/Golden-crowned Kinglet,Accidental
White-breasted Nuthatch,Rare
Pygmy Nuthatch,Accidental
Red-breasted Nuthatch,Accidental
nuthatch sp.,Accidental
Brown Creeper,Accidental
Blue-gray Gnatcatcher,Accidental
Black-tailed Gnatcatcher,Accidental
California Gnatcatcher,Accidental
gnatcatcher sp.,Accidental
Rock Wren,Accidental
Canyon Wren,Accidental
Northern House Wren,Accidental
Pacific Wren,Accidental
Winter Wren,Accidental
Pacific/Winter Wren,Accidental
Sedge Wren,Accidental
Marsh Wren,Accidental
Sedge/Marsh Wren,Accidental
Bewick's Wren,Rare
Cactus Wren,Accidental
wren sp.,Accidental
American Dipper,Accidental
European Starling,Rare
Common Myna,Accidental
Crested Myna,Accidental
Gray Catbird,Accidental
Curve-billed Thrasher,Accidental
Brown Thrasher,Accidental
Bendire's Thrasher,Accidental
Gray Thrasher,Accidental
California Thrasher,Accidental
LeConte's Thrasher,Accidental
Crissal Thrasher,Accidental
California x Crissal Thrasher (hybrid),Accidental
Toxostoma sp.,Accidental
Sage Thrasher,Accidental
Northern Mockingbird,Rare
mimid sp.,Accidental
Western Bluebird,Rare
Mountain Bluebird,Accidental
Western x Mountain Bluebird (hybrid),Accidental
bluebird sp.,Accidental
Townsend's Solitaire,Accidental
Varied Thrush,Accidental
Veery,Accidental
Gray-cheeked Thrush,Accidental
Swainson's Thrush,Accidental
Hermit Thrush,Accidental
Catharus sp.,Accidental
Wood Thrush,Accidental
Song Thrush,Accidental
American Robin,Rare
Varied Thrush/American Robin,Accidental
Rufous-backed Robin,Accidental
Turdus sp.,Accidental
thrush sp.,Accidental
Siberian Rubythroat,Accidental
Red-flanked Bluetail,Accidental
Blue Rock-Thrush,Accidental
Northern Wheatear,Accidental
Bohemian Waxwing,Accidental
Cedar Waxwing,Accidental
Bohemian/Cedar Waxwing,Accidental
Phainopepla,Accidental
Village Weaver,Accidental
Black-headed Weaver,Accidental
Ploceus sp.,Accidental
Northern Red Bishop,Accidental
Southern Red Bishop,Accidental
Black-winged Bishop,Accidental
Yellow-crowned Bishop,Accidental
Euplectes sp.,Accidental
Diamond Firetail,Accidental
Double-barred Finch,Accidental
Zebra Finch,Accidental
Bronze Mannikin,Accidental
Indian Silverbill,Accidental
Scaly-breasted Munia,Accidental
White-rumped Munia,Accidental
Lonchura sp.,Accidental
Gouldian Finch,Accidental
Orange-cheeked Waxbill,Accidental
Common Waxbill,Accidental
Black-rumped Waxbill,Accidental
waxbill sp.,Accidental
Cut-throat,Accidental
Zebra Waxbill,Accidental
Red Avadavat,Accidental
Red-cheeked Cordonbleu,Accidental
Green-winged Pytilia,Accidental
Red-throated Twinspot,Accidental
Red-billed Firefinch,Accidental
African Firefinch,Accidental
estrildid finch sp.,Accidental
Pin-tailed Whydah,Accidental
Togo Paradise-Whydah,Accidental
Broad-tailed Paradise-Whydah,Accidental
Village Indigobird,Accidental
paradise-whydah sp.,Accidental
whydah sp.,Accidental
Vidua sp.,Accidental
House Sparrow,Rare
Eurasian Tree Sparrow,Accidental
Sudan Golden Sparrow,Accidental
Eastern Yellow Wagtail,Accidental
Citrine Wagtail,Accidental
White Wagtail,Accidental
Red-throated Pipit,Accidental
Siberian Pipit,Accidental
American Pipit,Accidental
Siberian/American Pipit,Accidental
Sprague's Pipit,Accidental
pipit sp.,Accidental
Brambling,Accidental
Evening Grosbeak,Accidental
Hawfinch,Accidental
Pine Grosbeak,Accidental
Gray-crowned Rosy-Finch,Accidental
rosy-finch sp.,Accidental
House Finch,Rare
Purple Finch,Accidental
House/Purple Finch,Accidental
Cassin's Finch,Accidental
Purple/Cassin's Finch,Accidental
Haemorhous sp.,Accidental
European Greenfinch,Accidental
Yellow-fronted Canary,Accidental
Redpoll,Accidental
Red Crossbill,Accidental
Cassia Crossbill,Accidental
Red/Cassia Crossbill,Accidental
White-winged Crossbill,Accidental
crossbill sp.,Accidental
European Goldfinch,Accidental
European Serin,Accidental
Island Canary,Accidental
Pine Siskin,Accidental
Lesser Goldfinch,Rare
Lawrence's Goldfinch,Accidental
American Goldfinch,Accidental
new world goldfinch sp.,Accidental
Spinus sp.,Accidental
Acanthis/Spinus sp.,Accidental
finch sp.,Accidental
Lapland Longspur,Accidental
Chestnut-collared Longspur,Accidental
Smith's Longspur,Accidental
Thick-billed Longspur,Accidental
longspur sp.,Accidental
Snow Bunting,Accidental
Rustic Bunting,Accidental
Cassin's Sparrow,Accidental
Grasshopper Sparrow,Accidental
Chipping Sparrow,Accidental
Clay-colored Sparrow,Accidental
Black-chinned Sparrow,Accidental
Field Sparrow,Accidental
Brewer's Sparrow,Accidental
Clay-colored/Brewer's Sparrow,Accidental
Spizella sp.,Accidental
Black-throated Sparrow,Accidental
Lark Sparrow,Accidental
Lark Bunting,Accidental
American Tree Sparrow,Accidental
Spizella sp./American Tree Sparrow,Accidental
Fox Sparrow,Accidental
Dark-eyed Junco,Rare
White-crowned Sparrow,Rare
Dark-eyed Junco x White-crowned Sparrow (hybrid),Accidental
Golden-crowned Sparrow,Rare
White-crowned x Golden-crowned Sparrow (hybrid),Accidental
Harris's Sparrow,Accidental
White-throated Sparrow,Accidental
White-crowned x White-throated Sparrow (hybrid),Accidental
Golden-crowned x White-throated Sparrow (hybrid),Accidental
White-crowned/White-throated Sparrow,Accidental
Zonotrichia sp.,Accidental
Sagebrush Sparrow,Accidental
Bell's Sparrow,Accidental
Sagebrush/Bell's Sparrow (Sage Sparrow),Accidental
Vesper Sparrow,Accidental
LeConte's Sparrow,Accidental
Nelson's Sparrow,Accidental
Ammospiza sp.,Accidental
Savannah Sparrow,Accidental
Song Sparrow,Rare
Lincoln's Sparrow,Accidental
Song x Lincoln's Sparrow (hybrid),Accidental
Swamp Sparrow,Accidental
Lincoln's/Swamp Sparrow,Accidental
Abert's Towhee,Accidental
California Towhee,Rare
Rufous-crowned Sparrow,Accidental
Green-tailed Towhee,Accidental
Spotted Towhee,Rare
Green-tailed x Spotted Towhee (hybrid),Accidental
Spotted/Eastern Towhee (Rufous-sided Towhee),Accidental
towhee sp.,Accidental
new world sparrow sp.,Accidental
Yellow-breasted Chat,Accidental
Yellow-headed Blackbird,Accidental
Bobolink,Accidental
Western Meadowlark,Accidental
Eastern Meadowlark,Accidental
Western/Eastern Meadowlark,Accidental
Sturnella meadowlark sp.,Accidental
Orchard Oriole,Accidental
Hooded Oriole,Accidental
Yellow-breasted Chat x Hooded Oriole (hybrid),Accidental
Orchard/Hooded Oriole,Accidental
Epaulet Oriole,Accidental
Venezuelan Troupial,Accidental
Streak-backed Oriole,Accidental
Bullock's Oriole,Accidental
Baltimore Oriole,Accidental
Bullock's x Baltimore Oriole (hybrid),Accidental
Bullock's/Baltimore Oriole,Accidental
Scott's Oriole,Accidental
new world oriole sp.,Accidental
Red-winged Blackbird,Rare
Tricolored Blackbird,Accidental
Red-winged/Tricolored Blackbird,Accidental
Bronzed Cowbird,Accidental
Brown-headed Cowbird,Accidental
Bronzed/Brown-headed Cowbird,Accidental
Rusty Blackbird,Accidental
Brewer's Blackbird,Rare
Rusty/Brewer's Blackbird,Accidental
Common Grackle,Accidental
Great-tailed Grackle,Accidental
grackle sp.,Accidental
blackbird sp.,Accidental
Ovenbird,Accidental
Worm-eating Warbler,Accidental
Chipping Sparrow/Worm-eating Warbler,Accidental
Louisiana Waterthrush,Accidental
Northern Waterthrush,Accidental
Louisiana/Northern Waterthrush,Accidental
Golden-winged Warbler,Accidental
Blue-winged Warbler,Accidental
Golden-winged x Blue-winged Warbler (hybrid),Accidental
Golden-winged/Blue-winged Warbler,Accidental
Black-and-white Warbler,Accidental
Prothonotary Warbler,Accidental
Tennessee Warbler,Accidental
Orange-crowned Warbler,Rare
Lucy's Warbler,Accidental
Nashville Warbler,Accidental
Virginia's Warbler,Accidental
Leiothlypis sp.,Accidental
Connecticut Warbler,Accidental
MacGillivray's Warbler,Accidental
Mourning Warbler,Accidental
Connecticut/MacGillivray's/Mourning Warbler,Accidental
MacGillivray's/Mourning Warbler,Accidental
Kentucky Warbler,Accidental
Common Yellowthroat,Rare
MacGillivray's Warbler x Common Yellowthroat (hybrid),Accidental
yellowthroat sp.,Accidental
Hooded Warbler,Accidental
American Redstart,Accidental
Cape May Warbler,Accidental
Cerulean Warbler,Accidental
Northern Parula,Accidental
Tropical Parula,Accidental
Magnolia Warbler,Accidental
Bay-breasted Warbler,Accidental
Blackburnian Warbler,Accidental
Yellow Warbler,Accidental
American Redstart x Yellow Warbler (hybrid),Accidental
Chestnut-sided Warbler,Accidental
Blackpoll Warbler,Accidental
Bay-breasted/Blackpoll Warbler,Accidental
Black-throated Blue Warbler,Accidental
Palm Warbler,Accidental
Pine Warbler,Accidental
Yellow-rumped Warbler,Rare
Cape May x Yellow-rumped Warbler (hybrid),Accidental
Magnolia x Yellow-rumped Warbler (hybrid),Accidental
Yellow-throated Warbler,Accidental
Prairie Warbler,Accidental
Grace's Warbler,Accidental
Yellow-rumped x Grace's Warbler (hybrid),Accidental
Black-throated Gray Warbler,Accidental
Townsend's Warbler,Accidental
Yellow-rumped x Townsend's Warbler (hybrid),Accidental
Black-throated Gray x Townsend's Warbler (hybrid),Accidental
Black-throated Gray/Townsend's Warbler,Accidental
Hermit Warbler,Accidental
Yellow-rumped x Hermit Warbler (hybrid),Accidental
Black-throated Gray x Hermit Warbler (hybrid),Accidental
Townsend's x Hermit Warbler (hybrid),Accidental
Black-throated Gray/Hermit Warbler,Accidental
Black-throated Gray/Townsend's/Hermit Warbler,Accidental
Townsend's/Hermit Warbler,Accidental
Black-throated Green Warbler,Accidental
Townsend's x Black-throated Green Warbler (hybrid),Accidental
Setophaga sp.,Accidental
Canada Warbler,Accidental
Wilson's Warbler,Accidental
Red-faced Warbler,Accidental
Painted Redstart,Accidental
Slate-throated Redstart,Accidental
new world warbler sp.,Accidental
Hepatic Tanager,Accidental
Summer Tanager,Accidental
Hepatic/Summer Tanager,Accidental
Scarlet Tanager,Accidental
Western Tanager,Accidental
tanager sp. (Piranga sp.),Accidental
Northern Cardinal,Accidental
Pyrrhuloxia,Accidental
Rose-breasted Grosbeak,Accidental
Black-headed Grosbeak,Accidental
Rose-breasted x Black-headed Grosbeak (hybrid),Accidental
Rose-breasted/Black-headed Grosbeak,Accidental
Pheucticus sp.,Accidental
Blue Grosbeak,Accidental
Lazuli Bunting,Accidental
Indigo Bunting,Accidental
Lazuli x Indigo Bunting (hybrid),Accidental
Lazuli/Indigo Bunting,Accidental
Varied Bunting,Accidental
Painted Bunting,Accidental
Passerina sp.,Accidental
Dickcissel,Accidental
Red-crested Cardinal,Accidental
Blue-gray Tanager,Accidental
Blue Dacnis,Accidental
Saffron Finch,Accidental
Blue-black Grassquit,Accidental
Parrot-billed Seedeater,Accidental
Cinnamon-rumped Seedeater,Accidental
passerine sp.,Accidental
bird sp.,Accidental
